Time,Mid-Price,OrderBook_Bid,OrderBook_Ask
0.002125,66328.825,66276.09,66381.56
0.002166667,66327.92,66276.09,66379.75
0.002208333,66327.92,66276.09,66379.75
0.00225,66327.92,66276.09,66379.75
0.002291667,66328.825,66276.09,66381.56
0.002333333,66338.94,66276.09,66401.79
0.002375,66338.94,66276.09,66401.79
0.002416667,66338.94,66276.09,66401.79
0.002458333,66338.94,66276.09,66401.79
0.0025,66338.94,66276.09,66401.79
0.002541667,66351.29,66300.79,66401.79
0.002583333,66351.29,66300.79,66401.79
0.002625,66351.29,66300.79,66401.79
0.002666667,66351.29,66300.79,66401.79
0.002708333,66351.29,66300.79,66401.79
0.00275,66358.875,66300.79,66416.96
0.002791667,66358.875,66300.79,66416.96
0.002833333,66358.875,66300.79,66416.96
0.002875,66348.61,66300.79,66396.43
0.002916667,66348.61,66300.79,66396.43
0.002958333,66352.01,66300.79,66403.23
0.003,66352.01,66300.79,66403.23
0.003041667,66352.01,66300.79,66403.23
0.003083333,66362.58,66300.79,66424.37
0.003125,66362.58,66300.79,66424.37
0.003166667,66362.58,66300.79,66424.37
0.003208333,66362.585,66300.79,66424.38
0.00325,66362.585,66300.79,66424.38
0.003291667,66362.585,66300.79,66424.38
0.003333333,66362.58,66300.79,66424.37
0.003375,66362.58,66300.79,66424.37
0.003416667,66362.58,66300.79,66424.37
0.003458333,66362.58,66300.79,66424.37
0.0035,66353.465,66300.79,66406.14
0.003541667,66353.465,66300.79,66406.14
0.003583333,66353.465,66300.79,66406.14
0.003625,66353.465,66300.79,66406.14
0.003666667,66362.585,66300.79,66424.38
0.003708333,66362.585,66300.79,66424.38
0.00375,66375.085,66325.79,66424.38
0.003791667,66375.085,66325.79,66424.38
0.003833333,66375.085,66325.79,66424.38
0.003875,66352.545,66300.79,66404.3
0.003916667,66352.545,66300.79,66404.3
0.003958333,66362.585,66300.79,66424.38
0.004,66362.585,66300.79,66424.38
0.004041667,66362.585,66300.79,66424.38
0.004083333,66362.585,66300.79,66424.38
0.004125,66373.5,66322.62,66424.38
0.004166667,66373.5,66322.62,66424.38
0.004208333,66373.5,66322.62,66424.38
0.00425,66373.5,66322.62,66424.38
0.004291667,66373.5,66322.62,66424.38
0.004333333,66373.5,66322.62,66424.38
0.004375,66373.5,66322.62,66424.38
0.004416667,66373.5,66322.62,66424.38
0.004458333,66373.5,66322.62,66424.38
0.0045,66373.5,66322.62,66424.38
0.004541667,66373.5,66322.62,66424.38
0.004583333,66373.5,66322.62,66424.38
0.004625,66373.5,66322.62,66424.38
0.004666667,66373.5,66322.62,66424.38
0.004708333,66375,66325.62,66424.38
0.00475,66375,66325.62,66424.38
0.004791667,66375,66325.62,66424.38
0.004833333,66375,66325.62,66424.38
0.004875,66375,66325.62,66424.38
0.004916667,66375,66325.62,66424.38
0.004958333,66375,66325.62,66424.38
0.005,66375,66325.62,66424.38
0.005041667,66375,66325.62,66424.38
0.005083333,66401.475,66347.45,66455.5
0.005125,66401.475,66347.45,66455.5
0.005166667,66401.475,66347.45,66455.5
0.005208333,66401.475,66347.45,66455.5
0.00525,66401.475,66347.45,66455.5
0.005291667,66401.475,66347.45,66455.5
0.005333333,66401.475,66347.45,66455.5
0.005375,66401.475,66347.45,66455.5
0.005416667,66401.475,66347.45,66455.5
0.005458333,66391.565,66347.45,66435.68
0.0055,66380.66,66347.45,66413.87
0.005541667,66380.66,66347.45,66413.87
0.005583333,66380.66,66347.45,66413.87
0.005625,66391.565,66347.45,66435.68
0.005666667,66402.57,66349.68,66455.46
0.005708333,66402.57,66349.68,66455.46
0.00575,66402.57,66349.68,66455.46
0.005791667,66402.57,66349.68,66455.46
0.005833333,66402.57,66349.68,66455.46
0.005875,66402.57,66349.68,66455.46
0.005916667,66402.57,66349.68,66455.46
0.005958333,66402.57,66349.68,66455.46
0.006,66402.57,66349.68,66455.46
0.006041667,66402.57,66349.68,66455.46
0.006083333,66402.57,66349.68,66455.46
0.006125,66402.57,66349.68,66455.46
0.006166667,66402.57,66349.68,66455.46
0.006208333,66402.57,66349.68,66455.46
0.00625,66402.57,66349.68,66455.46
0.006291667,66402.57,66349.68,66455.46
0.006333333,66402.57,66349.68,66455.46
0.006375,66402.57,66349.68,66455.46
0.006416667,66402.57,66349.68,66455.46
0.006458333,66395.02,66334.58,66455.46
0.0065,66395.02,66334.58,66455.46
0.006541667,66385.38,66334.58,66436.18
0.006583333,66385.38,66334.58,66436.18
0.006625,66385.38,66334.58,66436.18
0.006666667,66385.38,66334.58,66436.18
0.006708333,66385.38,66334.58,66436.18
0.00675,66385.38,66334.58,66436.18
0.006791667,66391.175,66326.89,66455.46
0.006833333,66394.065,66332.67,66455.46
0.006875,66395.415,66335.37,66455.46
0.006916667,66395.415,66335.37,66455.46
0.006958333,66396.595,66337.73,66455.46
0.007,66396.8,66338.14,66455.46
0.007041667,66396.8,66338.14,66455.46
0.007083333,66396.995,66338.53,66455.46
0.007125,66397.175,66338.89,66455.46
0.007166667,66397.375,66339.29,66455.46
0.007208333,66397.375,66339.29,66455.46
0.00725,66391.175,66326.89,66455.46
0.007291667,66397.775,66340.09,66455.46
0.007333333,66397.775,66340.09,66455.46
0.007375,66397.965,66340.47,66455.46
0.007416667,66388.095,66340.84,66435.35
0.007458333,66388.095,66340.84,66435.35
0.0075,66388.095,66340.84,66435.35
0.007541667,66388.095,66340.84,66435.35
0.007583333,66388.095,66340.84,66435.35
0.007625,66388.095,66340.84,66435.35
0.007666667,66388.095,66340.84,66435.35
0.007708333,66388.095,66340.84,66435.35
0.00775,66388.095,66340.84,66435.35
0.007791667,66388.095,66340.84,66435.35
0.007833333,66388.095,66340.84,66435.35
0.007875,66388.095,66340.84,66435.35
0.007916667,66388.095,66340.84,66435.35
0.007958333,66388.095,66340.84,66435.35
0.008,66388.095,66340.84,66435.35
0.008041667,66388.095,66340.84,66435.35
0.008083333,66388.095,66340.84,66435.35
0.008125,66388.095,66340.84,66435.35
0.008166667,66388.095,66340.84,66435.35
0.008208333,66400.095,66344.73,66455.46
0.00825,66400.29,66345.13,66455.45
0.008291667,66400.29,66345.13,66455.45
0.008333333,66387.305,66337.84,66436.77
0.008375,66387.305,66337.84,66436.77
0.008416667,66386.82,66336.87,66436.77
0.008458333,66386.82,66336.87,66436.77
0.0085,66386.82,66336.87,66436.77
0.008541667,66386.82,66336.87,66436.77
0.008583333,66386.82,66336.87,66436.77
0.008625,66386.82,66336.87,66436.77
0.008666667,66386.82,66336.87,66436.77
0.008708333,66386.82,66336.87,66436.77
0.00875,66377.53,66336.87,66418.19
0.008791667,66377.53,66336.87,66418.19
0.008833333,66377.53,66336.87,66418.19
0.008875,66377.53,66336.87,66418.19
0.008916667,66377.53,66336.87,66418.19
0.008958333,66377.53,66336.87,66418.19
0.009,66377.53,66336.87,66418.19
0.009041667,66377.53,66336.87,66418.19
0.009083333,66338.52,66298.62,66378.42
0.009125,66338.52,66298.62,66378.42
0.009166667,66338.5,66298.62,66378.38
0.009208333,66338.52,66298.62,66378.42
0.00925,66338.52,66298.62,66378.42
0.009291667,66330.7,66282.98,66378.42
0.009333333,66326.795,66275.17,66378.42
0.009375,66326.795,66275.17,66378.42
0.009416667,66324.145,66269.87,66378.42
0.009458333,66308.925,66260.18,66357.67
0.0095,66306.68,66255.67,66357.69
0.009541667,66307.725,66257.71,66357.74
0.009583333,66307.73,66257.72,66357.74
0.009625,66307.97,66258.2,66357.74
0.009666667,66307.97,66258.2,66357.74
0.009708333,66308.21,66258.68,66357.74
0.00975,66308.445,66259.15,66357.74
0.009791667,66308.68,66259.62,66357.74
0.009833333,66306.705,66255.67,66357.74
0.009875,66312.18,66266.62,66357.74
0.009916667,66308.205,66258.67,66357.74
0.009958333,66306.705,66255.67,66357.74
0.01,66306.705,66255.67,66357.74
0.010041667,66306.705,66255.67,66357.74
0.010083333,66306.705,66255.67,66357.74
0.010125,66306.705,66255.67,66357.74
0.010166667,66306.705,66255.67,66357.74
0.010208333,66306.705,66255.67,66357.74
0.01025,66315.055,66272.37,66357.74
0.010291667,66315.055,66272.37,66357.74
0.010333333,66319.235,66280.73,66357.74
0.010375,66315.055,66272.37,66357.74
0.010416667,66315.055,66272.37,66357.74
0.010458333,66317.56,66277.64,66357.48
0.0105,66316.045,66274.61,66357.48
0.010541667,66316.23,66274.98,66357.48
0.010583333,66316.23,66274.98,66357.48
0.010625,66317.045,66276.61,66357.48
0.010666667,66321.23,66284.98,66357.48
0.010708333,66321.23,66284.98,66357.48
0.01075,66321.475,66285.47,66357.48
0.010791667,66321.475,66285.47,66357.48
0.010833333,66323.7,66289.92,66357.48
0.010875,66323.7,66289.92,66357.48
0.010916667,66323.895,66290.31,66357.48
0.010958333,66324.09,66290.7,66357.48
0.011,66324.295,66291.11,66357.48
0.011041667,66328.49,66299.5,66357.48
0.011083333,66332.675,66307.87,66357.48
0.011125,66337.865,66318.25,66357.48
0.011166667,66337.865,66318.25,66357.48
0.011208333,66338.06,66318.64,66357.48
0.01125,66361.42,66319.01,66403.83
0.011291667,66350.555,66316.09,66385.02
0.011333333,66350.555,66316.09,66385.02
0.011375,66350.555,66316.09,66385.02
0.011416667,66350.555,66316.09,66385.02
0.011458333,66350.555,66316.09,66385.02
0.0115,66350.555,66316.09,66385.02
0.011541667,66350.555,66316.09,66385.02
0.011583333,66350.555,66316.09,66385.02
0.011625,66354.375,66323.73,66385.02
0.011666667,66356.385,66327.75,66385.02
0.011708333,66356.57,66328.12,66385.02
0.01175,66356.57,66328.12,66385.02
0.011791667,66356.76,66328.5,66385.02
0.011833333,66356.76,66328.5,66385.02
0.011875,66356.76,66328.5,66385.02
0.011916667,66356.76,66328.5,66385.02
0.011958333,66356.76,66328.5,66385.02
0.012,66356.76,66328.5,66385.02
0.012041667,66356.76,66328.5,66385.02
0.012083333,66356.76,66328.5,66385.02
0.012125,66356.76,66328.5,66385.02
0.012166667,66356.76,66328.5,66385.02
0.012208333,66356.76,66328.5,66385.02
0.01225,66356.76,66328.5,66385.02
0.012291667,66353.305,66321.59,66385.02
0.012333333,66353.305,66321.59,66385.02
0.012375,66353.495,66321.97,66385.02
0.012416667,66353.495,66321.97,66385.02
0.012458333,66353.315,66321.98,66384.65
0.0125,66346.26,66309.06,66383.46
0.012541667,66346.26,66309.06,66383.46
0.012583333,66357.425,66331.39,66383.46
0.012625,66357.425,66331.39,66383.46
0.012666667,66345.665,66307.87,66383.46
0.012708333,66360.8,66338.14,66383.46
0.01275,66361,66338.54,66383.46
0.012791667,66358.19,66332.92,66383.46
0.012833333,66358.385,66333.31,66383.46
0.012875,66359.48,66335.5,66383.46
0.012916667,66359.76,66336.06,66383.46
0.012958333,66359.76,66336.06,66383.46
0.013,66359.955,66336.45,66383.46
0.013041667,66359.145,66334.83,66383.46
0.013083333,66359.145,66334.83,66383.46
0.013125,66359.525,66335.59,66383.46
0.013166667,66359.715,66335.97,66383.46
0.013208333,66359.9,66336.34,66383.46
0.01325,66359.9,66336.34,66383.46
0.013291667,66360.11,66336.76,66383.46
0.013333333,66360.11,66336.76,66383.46
0.013375,66360.3,66337.14,66383.46
0.013416667,66360.3,66337.14,66383.46
0.013458333,66360.695,66337.93,66383.46
0.0135,66360.695,66337.93,66383.46
0.013541667,66360.885,66338.31,66383.46
0.013583333,66345.665,66307.87,66383.46
0.013625,66360.26,66337.06,66383.46
0.013666667,66360.26,66337.06,66383.46
0.013708333,66355.17,66329.76,66380.58
0.01375,66355.17,66329.76,66380.58
0.013791667,66343.395,66306.21,66380.58
0.013833333,66343.395,66306.21,66380.58
0.013875,66343.395,66306.21,66380.58
0.013916667,66343.4,66306.22,66380.58
0.013958333,66343.4,66306.22,66380.58
0.014,66343.4,66306.22,66380.58
0.014041667,66328.875,66298.47,66359.28
0.014083333,66328.875,66298.47,66359.28
0.014125,66326.015,66292.83,66359.2
0.014166667,66326.245,66293.2,66359.29
0.014208333,66326.91,66294.56,66359.26
0.01425,66326.02,66292.82,66359.22
0.014291667,66326.02,66292.82,66359.22
0.014333333,66327.29,66295.31,66359.27
0.014375,66282.67,66272.51,66292.83
0.014416667,66282.67,66272.51,66292.83
0.014458333,66271.305,66249.78,66292.83
0.0145,66282.765,66272.7,66292.83
0.014541667,66282.97,66273.11,66292.83
0.014583333,66282.97,66273.11,66292.83
0.014625,66347.885,66336.48,66359.29
0.014666667,66347.885,66336.48,66359.29
0.014708333,66347.885,66336.48,66359.29
0.01475,66347.885,66336.48,66359.29
0.014791667,66347.885,66336.48,66359.29
0.014833333,66347.885,66336.48,66359.29
0.014875,66347.885,66336.48,66359.29
0.014916667,66347.885,66336.48,66359.29
0.014958333,66337.29,66336.48,66338.1
0.015,66337.29,66336.48,66338.1
0.015041667,66337.29,66336.48,66338.1
0.015083333,66337.29,66336.48,66338.1
0.015125,66337.29,66336.48,66338.1
0.015166667,66337.29,66336.48,66338.1
0.015208333,66337.29,66336.48,66338.1
0.01525,66305.985,66273.88,66338.09
0.015291667,66305.985,66273.88,66338.09
0.015333333,66294.525,66273.89,66315.16
0.015375,66285.755,66256.37,66315.14
0.015416667,66284.935,66254.73,66315.14
0.015458333,66282.46,66249.78,66315.14
0.0155,66286.835,66258.53,66315.14
0.015541667,66286.835,66258.53,66315.14
0.015583333,66287.2,66259.26,66315.14
0.015625,66287.2,66259.26,66315.14
0.015666667,66282.46,66249.78,66315.14
0.015708333,66287.575,66260.01,66315.14
0.01575,66287.11,66259.08,66315.14
0.015791667,66287.11,66259.08,66315.14
0.015833333,66287.295,66259.45,66315.14
0.015875,66287.295,66259.45,66315.14
0.015916667,66287.295,66259.45,66315.14
0.015958333,66287.295,66259.45,66315.14
0.016,66288.185,66261.23,66315.14
0.016041667,66288.185,66261.23,66315.14
0.016083333,66288.375,66261.61,66315.14
0.016125,66288.375,66261.61,66315.14
0.016166667,66288.56,66261.98,66315.14
0.016208333,66288.755,66262.37,66315.14
0.01625,66288.96,66262.78,66315.14
0.016291667,66288.96,66262.78,66315.14
0.016333333,66289.14,66263.14,66315.14
0.016375,66282.46,66249.78,66315.14
0.016416667,66282.46,66249.78,66315.14
0.016458333,66289.57,66264,66315.14
0.0165,66282.46,66249.78,66315.14
0.016541667,66282.46,66249.78,66315.14
0.016583333,66282.46,66249.78,66315.14
0.016625,66282.46,66249.78,66315.14
0.016666667,66277.6,66262,66293.2
0.016708333,66276.595,66260,66293.19
0.01675,66271.485,66249.78,66293.19
0.016791667,66271.485,66249.78,66293.19
0.016833333,66262.15,66249.78,66274.52
0.016875,66262.15,66249.78,66274.52
0.016916667,66262.15,66249.78,66274.52
0.016958333,66262.15,66249.78,66274.52
0.017,66262.15,66249.78,66274.52
0.017041667,66250.81,66249.78,66251.84
0.017083333,66250.81,66249.78,66251.84
0.017125,66250.81,66249.78,66251.84
0.017166667,66250.81,66249.78,66251.84
0.017208333,66250.81,66249.78,66251.84
0.01725,66250.81,66249.78,66251.84
0.017291667,66250.81,66249.78,66251.84
0.017333333,66250.81,66249.78,66251.84
0.017375,66250.81,66249.78,66251.84
0.017416667,66250.81,66249.78,66251.84
0.017458333,66250.81,66249.78,66251.84
0.0175,66250.81,66249.78,66251.84
0.017541667,66250.81,66249.78,66251.84
0.017583333,66250.81,66249.78,66251.84
0.017625,66250.81,66249.78,66251.84
0.017666667,66250.81,66249.78,66251.84
0.017708333,66250.81,66249.78,66251.84
0.01775,66250.81,66249.78,66251.84
0.017791667,66250.81,66249.78,66251.84
0.017833333,66262.15,66249.78,66274.52
0.017875,66262.15,66249.78,66274.52
0.017916667,66262.15,66249.78,66274.52
0.017958333,66262.15,66249.78,66274.52
0.018,66262.15,66249.78,66274.52
0.018041667,66262.15,66249.78,66274.52
0.018083333,66262.15,66249.78,66274.52
0.018125,66262.15,66249.78,66274.52
0.018166667,66262.15,66249.78,66274.52
0.018208333,66265.155,66249.78,66280.53
0.01825,66265.155,66249.78,66280.53
0.018291667,66265.155,66249.78,66280.53
0.018333333,66265.125,66249.78,66280.47
0.018375,66265.125,66249.78,66280.47
0.018416667,66265.125,66249.78,66280.47
0.018458333,66265.125,66249.78,66280.47
0.0185,66265.155,66249.78,66280.53
0.018541667,66265.155,66249.78,66280.53
0.018583333,66265.155,66249.78,66280.53
0.018625,66265.155,66249.78,66280.53
0.018666667,66265.155,66249.78,66280.53
0.018708333,66265.155,66249.78,66280.53
0.01875,66265.15,66249.78,66280.52
0.018791667,66265.15,66249.78,66280.52
0.018833333,66265.15,66249.78,66280.52
0.018875,66267.22,66253.92,66280.52
0.018916667,66274.765,66253.92,66295.61
0.018958333,66284.27,66260,66308.54
0.019,66288.95,66269.31,66308.59
0.019041667,66288.95,66269.31,66308.59
0.019083333,66288.96,66269.33,66308.59
0.019125,66303.635,66280,66327.27
0.019166667,66305.635,66284,66327.27
0.019208333,66305.635,66284,66327.27
0.01925,66305.635,66284,66327.27
0.019291667,66305.635,66284,66327.27
0.019333333,66305.635,66284,66327.27
0.019375,66305.635,66284,66327.27
0.019416667,66301.69,66284.37,66319.01
0.019458333,66278.26,66255.08,66301.44
0.0195,66275.24,66250.8,66299.68
0.019541667,66275.24,66250.8,66299.68
0.019583333,66268.875,66250.81,66286.94
0.019625,66268.835,66250.81,66286.86
0.019666667,66268.665,66250.81,66286.52
0.019708333,66268.455,66250.81,66286.1
0.01975,66268.245,66250.81,66285.68
0.019791667,66270.945,66252.2,66289.69
0.019833333,66272.49,66255.29,66289.69
0.019875,66272.49,66255.29,66289.69
0.019916667,66272.47,66255.67,66289.27
0.019958333,66279.265,66262.97,66295.56
0.02,66279.25,66262.98,66295.52
0.020041667,66279.25,66262.98,66295.52
0.020083333,66279.34,66262.98,66295.7
0.020125,66279.13,66262.98,66295.28
0.020166667,66278.915,66262.98,66294.85
0.020208333,66280.705,66262.98,66298.43
0.02025,66298.345,66270,66326.69
0.020291667,66298.345,66270,66326.69
0.020333333,66301.94,66276.64,66327.24
0.020375,66286.62,66272.92,66300.32
0.020416667,66286.59,66272.92,66300.26
0.020458333,66286.43,66272.92,66299.94
0.0205,66286.43,66272.92,66299.94
0.020541667,66286.235,66272.92,66299.55
0.020583333,66286.04,66272.92,66299.16
0.020625,66286.04,66272.92,66299.16
0.020666667,66278.41,66258.03,66298.79
0.020708333,66278.41,66258.03,66298.79
0.02075,66264.45,66249.78,66279.12
0.020791667,66264.425,66249.78,66279.07
0.020833333,66264.255,66249.78,66278.73
0.020875,66276.54,66274.34,66278.74
0.020916667,66276.54,66274.34,66278.74
0.020958333,66279.185,66279.18,66279.19
0.021,66291.05,66279.18,66302.92
0.021041667,66291.05,66279.18,66302.92
0.021083333,66265.53,66254.03,66277.03
0.021125,66265.53,66254.03,66277.03
0.021166667,66262.665,66250,66275.33
0.021208333,66261.005,66249.78,66272.23
0.02125,66261.005,66249.78,66272.23
0.021291667,66260.81,66249.78,66271.84
0.021333333,66260.62,66249.78,66271.46
0.021375,66275.735,66249.78,66301.69
0.021416667,66275.735,66249.78,66301.69
0.021458333,66270.635,66250,66291.27
0.0215,66280.255,66270.19,66290.32
0.021541667,66270.155,66250,66290.31
0.021583333,66270.155,66250,66290.31
0.021625,66269.495,66249.78,66289.21
0.021666667,66269.215,66269.21,66269.22
0.021708333,66269.215,66269.21,66269.22
0.02175,66259.39,66250,66268.78
0.021791667,66269.18,66250,66288.36
0.021833333,66268.22,66249.78,66286.66
0.021875,66267.925,66267.92,66267.93
0.021916667,66267.925,66267.92,66267.93
0.021958333,66267.395,66267.39,66267.4
0.022,66267.395,66267.39,66267.4
0.022041667,66265.205,66250,66280.41
0.022083333,66258.06,66249.78,66266.34
0.022125,66258.065,66249.78,66266.35
0.022166667,66257.86,66249.78,66265.94
0.022208333,66254.15,66249.78,66258.52
0.02225,66239.195,66239.19,66239.2
0.022291667,66239.195,66239.19,66239.2
0.022333333,66239.195,66239.19,66239.2
0.022375,66239.195,66239.19,66239.2
0.022416667,66239.195,66239.19,66239.2
0.022458333,66239.195,66239.19,66239.2
0.0225,66239.195,66239.19,66239.2
0.022541667,66239.195,66239.19,66239.2
0.022583333,66239.195,66239.19,66239.2
0.022625,66239.195,66239.19,66239.2
0.022666667,66239.195,66239.19,66239.2
0.022708333,66239.195,66239.19,66239.2
0.02275,66239.195,66239.19,66239.2
0.022791667,66239.195,66239.19,66239.2
0.022833333,66239.195,66239.19,66239.2
0.022875,66239.195,66239.19,66239.2
0.022916667,66239.195,66239.19,66239.2
0.022958333,66239.195,66239.19,66239.2
0.023,66239.195,66239.19,66239.2
0.023041667,66239.195,66239.19,66239.2
0.023083333,66239.195,66239.19,66239.2
0.023125,66239.195,66239.19,66239.2
0.023166667,66239.195,66239.19,66239.2
0.023208333,66239.195,66239.19,66239.2
0.02325,66239.195,66239.19,66239.2
0.023291667,66239.195,66239.19,66239.2
0.023333333,66239.195,66239.19,66239.2
0.023375,66239.195,66239.19,66239.2
0.023416667,66239.195,66239.19,66239.2
0.023458333,66239.195,66239.19,66239.2
0.0235,66239.195,66239.19,66239.2
0.023541667,66239.195,66239.19,66239.2
0.023583333,66239.195,66239.19,66239.2
0.023625,66239.195,66239.19,66239.2
0.023666667,66239.195,66239.19,66239.2
0.023708333,66239.195,66239.19,66239.2
0.02375,66239.195,66239.19,66239.2
0.023791667,66239.195,66239.19,66239.2
0.023833333,66239.195,66239.19,66239.2
0.023875,66239.195,66239.19,66239.2
0.023916667,66239.195,66239.19,66239.2
0.023958333,66239.79,66239.78,66239.8
0.024,66239.195,66239.19,66239.2
0.024041667,66239.485,66239.48,66239.49
0.024083333,66239.195,66239.19,66239.2
0.024125,66224.6,66210,66239.2
0.024166667,66224.6,66210,66239.2
0.024208333,66248.63,66239.19,66258.07
0.02425,66248.63,66239.19,66258.07
0.024291667,66248.63,66239.19,66258.07
0.024333333,66248.63,66239.19,66258.07
0.024375,66235.96,66213.87,66258.05
0.024416667,66227.27,66213.87,66240.67
0.024458333,66227.27,66213.87,66240.67
0.0245,66227.27,66213.87,66240.67
0.024541667,66227.27,66213.87,66240.67
0.024583333,66227.28,66213.87,66240.69
0.024625,66227.28,66213.87,66240.69
0.024666667,66226.375,66213.87,66238.88
0.024708333,66226.375,66213.87,66238.88
0.02475,66226.375,66213.87,66238.88
0.024791667,66226.355,66213.87,66238.84
0.024833333,66226.34,66213.87,66238.81
0.024875,66226.34,66213.87,66238.81
0.024916667,66226.34,66213.87,66238.81
0.024958333,66226.34,66213.87,66238.81
0.025,66226.34,66213.87,66238.81
0.025041667,66226.34,66213.87,66238.81
0.025083333,66226.34,66213.87,66238.81
0.025125,66200.76,66186.7,66214.82
0.025166667,66200.76,66186.7,66214.82
0.025208333,66211.835,66184.78,66238.89
0.02525,66198.19,66184.78,66211.6
0.025291667,66198.19,66184.78,66211.6
0.025333333,66198.19,66184.78,66211.6
0.025375,66191.35,66184.78,66197.92
0.025416667,66191.35,66184.78,66197.92
0.025458333,66191.35,66184.78,66197.92
0.0255,66191.35,66184.78,66197.92
0.025541667,66191.345,66184.78,66197.91
0.025583333,66191.35,66184.78,66197.92
0.025625,66191.35,66184.78,66197.92
0.025666667,66191.345,66184.78,66197.91
0.025708333,66191.345,66184.78,66197.91
0.02575,66191.35,66184.78,66197.92
0.025791667,66191.35,66184.78,66197.92
0.025833333,66191.35,66184.78,66197.92
0.025875,66191.35,66184.78,66197.92
0.025916667,66185.415,66184.78,66186.05
0.025958333,66185.415,66184.78,66186.05
0.026,66185.415,66184.78,66186.05
0.026041667,66168.025,66150,66186.05
0.026083333,66157.77,66150,66165.54
0.026125,66157.76,66150,66165.52
0.026166667,66168.02,66150,66186.04
0.026208333,66168.025,66150,66186.05
0.02625,66168.025,66150,66186.05
0.026291667,66168.98,66150,66187.96
0.026333333,66187.45,66184.55,66190.35
0.026375,66187.45,66184.55,66190.35
0.026416667,66206.4,66201.69,66211.11
0.026458333,66189.55,66168,66211.1
0.0265,66189.55,66168,66211.1
0.026541667,66191.55,66172,66211.1
0.026583333,66186.995,66170.01,66203.98
0.026625,66186.995,66170.01,66203.98
0.026666667,66207.54,66172,66243.08
0.026708333,66232.485,66219.97,66245
0.02675,66232.47,66219.97,66244.97
0.026791667,66217.7,66190.42,66244.98
0.026833333,66217.7,66190.42,66244.98
0.026875,66201.745,66182.01,66221.48
0.026916667,66221.485,66221.48,66221.49
0.026958333,66221.485,66221.48,66221.49
0.027,66202.735,66183.99,66221.48
0.027041667,66201.74,66182,66221.48
0.027083333,66183.9,66166.9,66200.9
0.027125,66174.955,66150,66199.91
0.027166667,66172.51,66156,66189.02
0.027208333,66172.51,66156,66189.02
0.02725,66172.51,66156,66189.02
0.027291667,66168.955,66150,66187.91
0.027333333,66166.51,66150,66183.02
0.027375,66166.51,66150,66183.02
0.027416667,66166.51,66150,66183.02
0.027458333,66166.51,66150,66183.02
0.0275,66166.51,66150,66183.02
0.027541667,66163.595,66150,66177.19
0.027583333,66163.595,66150,66177.19
0.027625,66163.605,66150,66177.21
0.027666667,66163.595,66150,66177.19
0.027708333,66163.6,66150,66177.2
0.02775,66163.6,66150,66177.2
0.027791667,66163.6,66150,66177.2
0.027833333,66163.6,66150,66177.2
0.027875,66163.6,66150,66177.2
0.027916667,66163.6,66150,66177.2
0.027958333,66163.6,66150,66177.2
0.028,66163.6,66150,66177.2
0.028041667,66163.6,66150,66177.2
0.028083333,66163.6,66150,66177.2
0.028125,66163.6,66150,66177.2
0.028166667,66163.6,66150,66177.2
0.028208333,66163.6,66150,66177.2
0.02825,66163.6,66150,66177.2
0.028291667,66163.6,66150,66177.2
0.028333333,66165.545,66150,66181.09
0.028375,66175.45,66150,66200.9
0.028416667,66175.45,66150,66200.9
